composition,coop_rate,winning_strategy
"[0, 1, 4, 0, 1, 0, 4, 3, 5, 4]",154.03925619834712,['GrudgerAlternator']
"[5, 4, 3, 3, 1, 2, 0, 2, 0, 3]",152.64272211720228,['EvolvedANNNoise05']
"[4, 4, 4, 1, 0, 5, 5, 0, 2, 1]",167.14940828402368,['EvolvedANNNoise05']
"[2, 5, 2, 2, 2, 3, 5, 5, 2, 4]",166.0888671875,['EvolvedANNNoise05']
"[5, 0, 2, 1, 3, 4, 5, 4, 4, 3]",152.88865764828304,['EvolvedANNNoise05']
"[4, 5, 0, 2, 1, 0, 4, 3, 3, 3]",160.5968,['EvolvedANNNoise05']
"[0, 0, 1, 2, 4, 5, 4, 3, 4, 3]",148.57248520710058,['GrudgerAlternator']
"[3, 4, 4, 5, 4, 2, 3, 5, 3, 4]",149.29656683710738,['EvolvedANNNoise05']
"[4, 0, 1, 1, 3, 5, 0, 2, 4, 2]",145.10743801652893,['EvolvedANNNoise05']
"[1, 5, 0, 5, 3, 2, 0, 2, 3, 3]",148.32118055555554,['Raider']
"[5, 3, 3, 0, 4, 2, 3, 2, 3, 2]",142.73799725651577,['SecondByRichardHufford']
"[2, 3, 3, 3, 2, 0, 0, 4, 4, 2]",143.0491493383743,['Raider']
"[1, 3, 1, 2, 5, 1, 3, 1, 5, 4]",136.84319526627218,['GrudgerAlternator']
"[1, 1, 2, 3, 3, 3, 0, 4, 0, 2]",157.80886426592798,['SecondByRichardHufford']
"[4, 5, 1, 1, 1, 5, 0, 3, 5, 3]",156.85076530612244,['SneakyTitForTat']
"[3, 3, 2, 5, 1, 2, 3, 3, 0, 2]",162.95138888888889,['EvolvedANNNoise05']
"[0, 4, 4, 0, 3, 2, 1, 2, 2, 1]",165.90027700831024,['GrudgerAlternator']
"[1, 0, 4, 3, 1, 3, 1, 5, 4, 3]",152.0816,['EvolvedANNNoise05']
"[1, 2, 5, 2, 2, 5, 5, 2, 5, 4]",156.11845730027548,['EvolvedANNNoise05']
"[2, 0, 2, 3, 3, 0, 5, 4, 0, 3]",144.9917355371901,['EvolvedANNNoise05']
"[4, 5, 0, 2, 2, 0, 2, 2, 1, 4]",153.2479338842975,['EvolvedANNNoise05']
"[4, 0, 1, 5, 1, 5, 2, 4, 5, 4]",156.84183142559834,['EvolvedANNNoise05']
"[0, 2, 0, 4, 2, 2, 5, 5, 1, 0]",162.7233560090703,['EvolvedANNNoise05']
"[1, 0, 5, 1, 4, 2, 1, 5, 5, 5]",142.2960760998811,['GrudgerAlternator']
"[0, 1, 0, 2, 5, 2, 0, 3, 1, 0]",144.8622448979592,['Forgiver']
"[1, 0, 1, 1, 3, 4, 2, 4, 2, 2]",154.8375,['EvolvedANNNoise05']
"[0, 1, 5, 3, 2, 5, 1, 3, 3, 2]",155.2128,['EvolvedANNNoise05']
"[0, 4, 0, 0, 5, 5, 0, 4, 5, 5]",154.16198979591837,['SecondByRichardHufford']
"[1, 3, 3, 5, 2, 4, 0, 2, 1, 1]",158.38636363636363,['Raider']
"[0, 0, 2, 0, 5, 5, 1, 4, 1, 4]",159.9111570247934,['GrudgerAlternator']
"[4, 4, 4, 2, 2, 5, 3, 4, 1, 1]",162.06333333333333,['EvolvedANNNoise05']
"[4, 3, 0, 3, 5, 1, 5, 0, 2, 0]",130.296786389414,['EvolvedANNNoise05']
"[4, 5, 2, 0, 3, 2, 2, 5, 3, 3]",154.91200951248513,['Raider']
"[0, 0, 5, 2, 3, 3, 4, 2, 3, 2]",149.12326388888889,['GrudgerAlternator']
"[3, 1, 5, 3, 2, 1, 5, 0, 0, 1]",144.9795918367347,['EvolvedANNNoise05']
"[0, 3, 0, 1, 5, 2, 4, 0, 2, 4]",147.8049886621315,['EvolvedANNNoise05']
"[5, 2, 5, 0, 5, 0, 4, 0, 3, 3]",131.1769547325103,['SecondByRichardHufford']
"[0, 3, 4, 3, 2, 5, 5, 0, 0, 3]",170.6368,['EvolvedANNNoise05']
"[3, 5, 4, 0, 3, 2, 3, 5, 0, 1]",160.69970414201183,['Raider']
"[2, 3, 0, 5, 0, 5, 5, 2, 1, 3]",176.62426035502958,['EvolvedANNNoise05']
"[4, 3, 3, 1, 3, 5, 0, 1, 3, 2]",149.304,['EvolvedANNNoise05']
"[2, 1, 3, 5, 5, 4, 3, 2, 0, 2]",149.32510288065845,['EvolvedANNNoise05']
"[0, 5, 4, 2, 1, 3, 3, 5, 2, 3]",168.96045918367346,['EvolvedANNNoise05']
"[2, 1, 3, 4, 3, 5, 3, 3, 4, 1]",149.80975029726517,['EvolvedANNNoise05']
"[4, 2, 5, 5, 4, 5, 5, 5, 0, 0]",153.97469387755103,['EvolvedANNNoise05']
"[1, 0, 1, 5, 1, 5, 1, 2, 0, 3]",169.3185595567867,['EvolvedANNNoise05']
"[4, 0, 3, 0, 0, 4, 3, 1, 4, 2]",161.23809523809524,['SneakyTitForTat']
"[4, 3, 1, 2, 3, 3, 2, 0, 4, 2]",141.44097222222223,['EvolvedANNNoise05']
"[5, 3, 2, 1, 1, 3, 4, 4, 5, 0]",161.89285714285714,['SneakyTitForTat']
"[0, 2, 0, 5, 5, 1, 4, 3, 4, 0]",133.24479166666666,['EvolvedANNNoise05']
"[0, 1, 3, 4, 1, 4, 2, 3, 4, 2]",153.08854166666666,['EvolvedANNNoise05']
"[1, 4, 0, 4, 1, 2, 1, 3, 3, 1]",157.715,['Raider']
"[1, 1, 0, 3, 2, 5, 1, 0, 0, 4]",168.7993079584775,['EvolvedANNNoise05']
"[2, 2, 4, 4, 5, 1, 4, 4, 0, 5]",148.19042663891778,['EvolvedANNNoise05']
"[3, 3, 0, 1, 0, 4, 4, 0, 4, 5]",164.63368055555554,['EvolvedANNNoise05']
"[5, 5, 4, 2, 2, 3, 0, 2, 3, 1]",146.6721536351166,['Raider']
"[3, 4, 3, 1, 0, 1, 5, 0, 2, 0]",163.42105263157896,['EvolvedANNNoise05']
"[2, 1, 5, 4, 4, 4, 3, 2, 5, 3]",143.4214876033058,['EvolvedANNNoise05']
"[0, 5, 0, 0, 1, 4, 5, 4, 3, 0]",180.03925619834712,['SneakyTitForTat']
"[2, 2, 3, 4, 0, 5, 5, 3, 4, 1]",165.30915576694412,['EvolvedANNNoise05']
"[3, 3, 2, 3, 4, 2, 1, 2, 1, 1]",144.32644628099175,['EvolvedANNNoise05']
"[0, 3, 1, 3, 5, 4, 5, 4, 2, 1]",153.94387755102042,['EvolvedANNNoise05']
"[1, 1, 1, 1, 3, 5, 5, 0, 4, 4]",151.8208,['EvolvedANNNoise05']
"[5, 3, 4, 0, 5, 5, 0, 2, 3, 4]",147.61186264308012,['SecondByRichardHufford']
"[4, 5, 4, 1, 0, 4, 0, 4, 1, 0]",164.10018903591683,['SneakyTitForTat']
"[3, 5, 0, 2, 3, 4, 1, 0, 0, 4]",163.8409090909091,['EvolvedANNNoise05']
"[1, 0, 0, 4, 5, 4, 5, 5, 3, 2]",146.05826397146254,['EvolvedANNNoise05']
"[0, 4, 4, 3, 1, 5, 2, 5, 3, 2]",165.487514863258,['EvolvedANNNoise05']
"[3, 4, 1, 1, 5, 1, 5, 4, 3, 3]",147.36777777777777,['EvolvedANNNoise05']
"[5, 4, 2, 0, 3, 2, 5, 4, 5, 5]",153.6742857142857,['SecondByRichardHufford']
"[2, 5, 3, 4, 2, 2, 5, 2, 2, 5]",158.908203125,['EvolvedANNNoise05']
"[1, 2, 4, 2, 3, 1, 3, 0, 5, 1]",140.59504132231405,['GrudgerAlternator']
"[2, 3, 0, 0, 5, 2, 2, 3, 1, 3]",151.38548752834467,['SecondByRichardHufford']
"[3, 1, 1, 3, 2, 5, 1, 3, 0, 3]",164.7582644628099,['EvolvedANNNoise05']
"[4, 4, 2, 3, 2, 5, 1, 3, 2, 2]",157.84183673469389,['EvolvedANNNoise05']
"[2, 0, 4, 3, 1, 5, 5, 1, 3, 4]",157.60714285714286,['EvolvedANNNoise05']
"[0, 3, 2, 2, 3, 0, 3, 2, 0, 1]",154.1796875,['GrudgerAlternator']
"[3, 5, 5, 1, 3, 1, 0, 2, 2, 3]",148.6608,['Raider']
"[4, 0, 3, 2, 4, 1, 0, 5, 5, 1]",134.104,['SecondByRichardHufford']
"[5, 0, 0, 2, 4, 1, 5, 3, 2, 2]",138.25347222222223,['EvolvedANNNoise05']
"[0, 0, 5, 1, 0, 3, 0, 0, 0, 1]",178.77,['EvolvedANNNoise05']
"[4, 0, 4, 3, 0, 1, 3, 3, 5, 4]",152.08230452674897,['EvolvedANNNoise05']
"[0, 3, 2, 5, 4, 5, 4, 0, 4, 3]",147.2788888888889,['EvolvedANNNoise05']
"[3, 2, 2, 1, 4, 3, 4, 2, 0, 3]",153.32986111111111,['EvolvedANNNoise05']
"[4, 4, 4, 2, 1, 0, 4, 5, 1, 0]",156.0416,['EvolvedANNNoise05']
"[0, 4, 5, 0, 1, 1, 2, 0, 0, 2]",181.22666666666666,['GrudgerAlternator']
"[0, 1, 5, 3, 1, 3, 3, 5, 5, 5]",154.420395421436,['EvolvedANNNoise05']
"[1, 3, 3, 1, 4, 2, 4, 5, 5, 1]",151.79191438763377,['EvolvedANNNoise05']
"[2, 2, 1, 5, 2, 0, 5, 1, 1, 2]",148.11337868480726,['EvolvedANNNoise05']
"[5, 3, 1, 0, 3, 0, 4, 1, 4, 0]",138.58956916099774,['SneakyTitForTat']
"[2, 4, 5, 5, 4, 3, 4, 4, 3, 1]",150.68897959183673,['EvolvedANNNoise05']
"[2, 0, 1, 0, 0, 4, 2, 2, 2, 1]",174.60204081632654,['SneakyTitForTat']
"[1, 0, 2, 3, 4, 3, 3, 2, 2, 2]",142.55578512396696,['EvolvedANNNoise05']
"[3, 1, 2, 3, 0, 3, 3, 1, 3, 3]",158.5702479338843,['EvolvedANNNoise05']
"[1, 2, 3, 4, 3, 4, 1, 3, 5, 0]",146.1346153846154,['EvolvedANNNoise05']
"[0, 3, 5, 0, 1, 5, 1, 3, 4, 2]",164.63888888888889,['SneakyTitForTat']
"[5, 3, 5, 3, 1, 3, 3, 4, 1, 2]",156.72,['EvolvedANNNoise05']
"[2, 4, 2, 3, 2, 1, 5, 3, 4, 2]",154.3341836734694,['EvolvedANNNoise05']
"[2, 1, 4, 2, 3, 4, 1, 1, 3, 5]",147.5059171597633,['EvolvedANNNoise05']
"[3, 5, 4, 3, 3, 2, 0, 4, 3, 0]",148.81755829903977,['Raider']
"[1, 1, 4, 0, 4, 5, 3, 0, 0, 1]",169.93074792243766,['GrudgerAlternator']
"[0, 1, 4, 3, 0, 1, 2, 2, 2, 4]",155.4349030470914,['EvolvedANNNoise05']
"[2, 3, 4, 5, 5, 2, 3, 0, 2, 4]",143.30333333333334,['EvolvedANNNoise05']
"[1, 2, 0, 1, 2, 2, 3, 1, 4, 4]",149.6275,['EvolvedANNNoise05']
"[4, 2, 4, 2, 5, 1, 4, 1, 4, 5]",136.9375,['EvolvedANNNoise05']
"[1, 1, 0, 3, 4, 0, 3, 1, 2, 1]",124.6875,['SecondByRichardHufford']
"[5, 1, 3, 3, 3, 3, 2, 4, 1, 2]",147.14814814814815,['EvolvedANNNoise05']
"[0, 4, 5, 5, 3, 0, 0, 1, 5, 5]",137.9170918367347,['GrudgerAlternator']
"[4, 0, 2, 5, 1, 3, 3, 4, 5, 4]",154.10301768990635,['EvolvedANNNoise05']
"[3, 0, 5, 1, 0, 0, 2, 2, 5, 1]",149.44321329639888,['EvolvedANNNoise05']
"[3, 1, 1, 1, 5, 5, 4, 1, 4, 3]",145.46428571428572,['EvolvedANNNoise05']
"[1, 0, 2, 5, 1, 0, 0, 0, 3, 0]",120.1875,['Raider']
"[2, 3, 0, 0, 1, 0, 2, 3, 0, 1]",166.27777777777777,['Raider']
"[3, 5, 1, 0, 0, 2, 2, 0, 3, 1]",159.58823529411765,['SneakyTitForTat']
"[1, 0, 1, 5, 3, 5, 5, 1, 4, 5]",147.8788888888889,['EvolvedANNNoise05']
"[3, 5, 5, 4, 1, 1, 0, 0, 0, 4]",154.79584120982986,['Raider']
"[4, 3, 4, 5, 5, 5, 2, 3, 3, 3]",147.41490138787435,['EvolvedANNNoise05']
"[1, 3, 2, 5, 4, 2, 2, 0, 4, 2]",136.888,['EvolvedANNNoise05']
"[5, 1, 1, 5, 1, 5, 2, 4, 0, 4]",168.46428571428572,['EvolvedANNNoise05']
"[5, 3, 2, 0, 2, 3, 4, 0, 3, 0]",150.3409090909091,['SneakyTitForTat']
"[4, 4, 4, 2, 5, 0, 3, 4, 5, 4]",140.22530612244898,['EvolvedANNNoise05']
"[4, 5, 3, 4, 4, 3, 2, 0, 5, 2]",140.728515625,['EvolvedANNNoise05']
"[1, 4, 0, 5, 0, 2, 1, 0, 1, 5]",167.8753462603878,['Raider']
"[2, 2, 1, 0, 2, 0, 4, 1, 4, 0]",150.37890625,['GrudgerAlternator']
"[5, 0, 2, 5, 1, 3, 1, 2, 0, 0]",150.46537396121883,['EvolvedANNNoise05']
"[4, 1, 0, 2, 4, 5, 2, 5, 5, 1]",150.60998810939358,['EvolvedANNNoise05']
"[0, 1, 3, 3, 1, 5, 1, 1, 3, 0]",154.61111111111111,['EvolvedANNNoise05']
"[2, 2, 2, 3, 0, 4, 3, 1, 2, 0]",164.94459833795014,['EvolvedANNNoise05']
"[0, 2, 5, 5, 2, 2, 3, 1, 5, 5]",143.8177777777778,['EvolvedANNNoise05']
"[2, 3, 5, 5, 3, 3, 5, 1, 2, 2]",151.2226847034339,['EvolvedANNNoise05']
"[2, 4, 3, 1, 1, 1, 1, 3, 5, 0]",154.2925170068027,['Raider']
"[5, 5, 4, 4, 2, 4, 4, 1, 2, 5]",155.65895061728395,['EvolvedANNNoise05']
"[1, 0, 1, 0, 3, 4, 3, 0, 5, 0]",148.58823529411765,['GrudgerAlternator']
"[3, 1, 2, 0, 3, 2, 3, 5, 0, 2]",153.1156462585034,['DefectorHunter']
"[5, 1, 4, 2, 3, 1, 4, 3, 4, 1]",140.7359693877551,['EvolvedANNNoise05']
"[0, 2, 0, 5, 5, 3, 3, 3, 1, 3]",149.6912,['SecondByRichardHufford']
"[3, 5, 1, 3, 2, 3, 0, 1, 0, 5]",163.90737240075615,['Raider']
"[3, 2, 0, 0, 3, 1, 5, 5, 0, 0]",153.5983379501385,['DefectorHunter']
"[5, 1, 1, 4, 4, 1, 5, 1, 5, 0]",133.36625514403292,['EvolvedANNNoise05']
"[2, 3, 2, 5, 0, 4, 5, 5, 4, 4]",167.27854671280278,['EvolvedANNNoise05']
"[2, 0, 4, 0, 4, 4, 4, 4, 4, 4]",150.4,['GrudgerAlternator']
"[1, 3, 2, 0, 2, 2, 4, 2, 4, 1]",158.97278911564626,['Raider']
"[4, 2, 1, 4, 4, 1, 0, 2, 5, 0]",128.3289224952741,['EvolvedANNNoise05']
"[5, 4, 0, 2, 3, 0, 3, 1, 2, 0]",134.085,['EvolvedANNNoise05']
"[4, 3, 3, 5, 0, 2, 0, 4, 0, 4]",163.6944,['Raider']
"[4, 2, 5, 0, 2, 1, 4, 4, 1, 5]",152.9515306122449,['SecondByRichardHufford']
"[1, 2, 4, 0, 1, 3, 0, 1, 5, 3]",148.835,['Raider']
"[2, 1, 5, 2, 4, 4, 1, 5, 3, 3]",149.63111111111112,['SecondByRichardHufford']
"[2, 3, 1, 4, 0, 3, 5, 2, 4, 4]",164.52551020408163,['EvolvedANNNoise05']
"[3, 3, 2, 4, 2, 2, 0, 4, 3, 1]",148.27083333333334,['Raider']
"[4, 1, 4, 5, 2, 3, 4, 3, 1, 4]",153.67533818938605,['EvolvedANNNoise05']
"[2, 2, 1, 3, 5, 3, 4, 5, 0, 5]",155.89444444444445,['EvolvedANNNoise05']
"[5, 1, 5, 1, 4, 2, 4, 0, 3, 2]",136.84224965706449,['EvolvedANNNoise05']
"[3, 4, 0, 1, 4, 5, 4, 0, 2, 2]",155.232,['EvolvedANNNoise05']
"[2, 4, 2, 4, 0, 4, 2, 5, 5, 2]",163.29777777777778,['Raider']
"[0, 1, 1, 1, 3, 4, 3, 2, 1, 4]",161.065,['EvolvedANNNoise05']
"[5, 5, 4, 1, 3, 2, 4, 4, 2, 4]",153.62024221453288,['EvolvedANNNoise05']
"[2, 4, 3, 5, 1, 3, 1, 5, 2, 3]",161.05588585017836,['Raider']
"[2, 0, 5, 1, 2, 1, 4, 0, 3, 4]",142.77892561983472,['EvolvedANNNoise05']
"[2, 2, 5, 5, 0, 5, 2, 2, 2, 0]",160.488,['EvolvedANNNoise05']
"[0, 0, 1, 5, 0, 3, 5, 1, 1, 2]",168.03395061728395,['EvolvedANNNoise05']
"[5, 3, 1, 1, 0, 0, 3, 3, 1, 0]",160.8719723183391,['EvolvedANNNoise05']
"[2, 1, 1, 0, 2, 2, 4, 1, 1, 3]",156.50865051903114,['SecondByRichardHufford']
"[3, 2, 2, 4, 1, 4, 0, 5, 4, 1]",155.85798816568047,['EvolvedANNNoise05']
"[3, 5, 0, 5, 5, 2, 0, 4, 5, 4]",142.39485766758494,['SecondByRichardHufford']
"[5, 3, 2, 2, 0, 3, 3, 2, 5, 1]",159.2707100591716,['EvolvedANNNoise05']
"[5, 4, 2, 4, 0, 4, 4, 0, 4, 1]",157.1454081632653,['EvolvedANNNoise05']
"[5, 1, 0, 0, 5, 0, 2, 1, 5, 3]",123.62603305785125,['SecondByRichardHufford']
"[2, 3, 3, 2, 3, 0, 5, 4, 2, 5]",151.9702734839477,['EvolvedANNNoise05']
"[5, 0, 4, 0, 0, 4, 3, 2, 2, 0]",161.355,['SneakyTitForTat']
"[3, 0, 1, 0, 3, 0, 0, 5, 4, 0]",138.99609375,['Forgiver']
"[0, 1, 5, 2, 4, 0, 5, 3, 4, 1]",141.384,['GrudgerAlternator']
"[2, 2, 1, 2, 3, 3, 0, 4, 1, 3]",156.36961451247166,['SecondByRichardHufford']
"[2, 2, 1, 1, 1, 3, 3, 3, 5, 1]",161.68595041322314,['EvolvedANNNoise05']
"[4, 3, 0, 4, 0, 4, 2, 1, 3, 3]",161.63368055555554,['EvolvedANNNoise05']
"[3, 3, 0, 5, 4, 2, 0, 5, 5, 3]",143.22666666666666,['SecondByRichardHufford']
"[3, 3, 5, 0, 5, 3, 1, 4, 3, 0]",150.11111111111111,['SneakyTitForTat']
"[5, 0, 1, 5, 3, 1, 2, 5, 2, 4]",146.0012755102041,['SecondByRichardHufford']
"[2, 1, 3, 5, 3, 0, 3, 3, 4, 4]",138.83163265306123,['SecondByRichardHufford']
"[3, 3, 3, 3, 0, 3, 1, 1, 5, 5]",149.78875171467763,['EvolvedANNNoise05']
"[5, 1, 4, 0, 4, 0, 4, 2, 0, 5]",136.3152,['SecondByRichardHufford']
"[3, 3, 5, 4, 1, 4, 1, 5, 3, 2]",156.6378772112383,['Raider']
"[4, 4, 1, 3, 0, 5, 2, 0, 4, 5]",157.5216836734694,['EvolvedANNNoise05']
"[5, 1, 3, 4, 0, 0, 0, 1, 2, 1]",134.4325259515571,"['EvolvedANNNoise05', 'SecondByColbert']"
"[4, 3, 1, 4, 0, 5, 1, 3, 1, 0]",168.58264462809916,['SneakyTitForTat']
"[0, 4, 2, 4, 1, 4, 1, 5, 0, 0]",175.45804988662132,['EvolvedANNNoise05']
"[5, 0, 3, 5, 5, 2, 3, 1, 3, 4]",132.4516129032258,['SecondByRichardHufford']
"[2, 1, 4, 0, 5, 5, 4, 0, 1, 2]",156.91493055555554,['GrudgerAlternator']
"[2, 0, 2, 3, 1, 1, 5, 3, 3, 4]",156.20486111111111,['EvolvedANNNoise05']
"[2, 4, 4, 1, 2, 3, 3, 2, 1, 2]",162.54861111111111,['EvolvedANNNoise05']
"[5, 3, 3, 3, 2, 2, 0, 1, 2, 3]",140.94965277777777,['EvolvedANNNoise05']
"[5, 2, 1, 2, 2, 3, 1, 0, 5, 5]",140.66420118343194,['EvolvedANNNoise05']
"[4, 3, 5, 3, 4, 1, 1, 3, 5, 3]",138.03125,['SecondByRichardHufford']
"[0, 5, 2, 2, 3, 2, 3, 1, 5, 3]",149.58579881656806,['EvolvedANNNoise05']
"[2, 4, 5, 0, 1, 3, 0, 4, 4, 5]",156.4298469387755,['Raider']
"[0, 0, 2, 1, 3, 0, 3, 4, 2, 4]",142.7617728531856,['GrudgerAlternator']
"[3, 1, 3, 1, 5, 5, 1, 3, 5, 0]",145.9218106995885,['EvolvedANNNoise05']
"[4, 5, 3, 4, 0, 2, 4, 5, 1, 3]",168.1945889698231,['EvolvedANNNoise05']
"[5, 1, 1, 5, 0, 5, 2, 3, 1, 5]",169.95280612244898,['EvolvedANNNoise05']
"[2, 1, 3, 0, 3, 3, 2, 0, 5, 1]",145.46,['GrudgerAlternator']
"[4, 5, 1, 2, 2, 0, 4, 5, 4, 1]",155.96045918367346,['EvolvedANNNoise05']
"[2, 2, 3, 1, 4, 1, 4, 0, 4, 3]",139.23784722222223,['GrudgerAlternator']
"[4, 4, 1, 0, 3, 5, 2, 4, 5, 3]",156.6108220603538,['SneakyTitForTat']
"[3, 0, 0, 2, 5, 5, 2, 0, 0, 2]",148.3656509695291,['EvolvedANNNoise05']
"[2, 3, 5, 0, 5, 5, 0, 3, 3, 0]",158.96449704142012,['SneakyTitForTat']
"[5, 5, 1, 5, 0, 1, 0, 5, 3, 5]",160.53666666666666,['Raider']
"[4, 0, 0, 4, 3, 1, 3, 5, 3, 1]",145.56597222222223,['SecondByRichardHufford']
"[1, 2, 5, 3, 3, 3, 2, 3, 2, 0]",152.640625,['Raider']
"[3, 1, 3, 4, 3, 1, 3, 1, 1, 4]",142.21180555555554,['EvolvedANNNoise05']
"[5, 4, 2, 3, 2, 2, 3, 0, 0, 3]",151.27604166666666,['EvolvedANNNoise05']
"[1, 1, 5, 3, 3, 1, 3, 4, 3, 0]",144.28819444444446,['EvolvedANNNoise05']
"[2, 3, 4, 5, 1, 4, 3, 0, 4, 0]",150.77662721893492,['EvolvedANNNoise05']
"[5, 3, 5, 1, 0, 1, 0, 2, 1, 1]",141.6398891966759,['Raider']
"[1, 0, 0, 4, 0, 2, 1, 0, 4, 1]",142.63905325443787,['EvolvedANNNoise05']
"[0, 3, 1, 4, 0, 1, 1, 3, 3, 3]",159.23268698060943,['EvolvedANNNoise05']
"[4, 0, 4, 0, 0, 5, 2, 1, 5, 4]",155.704,['SecondByRichardHufford']
"[4, 2, 3, 3, 5, 1, 3, 5, 3, 0]",137.7871581450654,['EvolvedANNNoise05']
"[3, 3, 2, 3, 3, 2, 5, 2, 3, 5]",150.9927159209157,['EvolvedANNNoise05']
"[4, 2, 0, 1, 4, 3, 4, 1, 5, 1]",142.9776,['EvolvedANNNoise05']
"[5, 1, 3, 3, 5, 5, 0, 1, 1, 4]",145.10586734693877,['SecondByRichardHufford']
"[4, 5, 5, 1, 5, 3, 2, 3, 4, 5]",148.36376917457997,['EvolvedANNNoise05']
"[0, 4, 0, 4, 5, 5, 0, 4, 3, 2]",153.92729766803842,['SecondByRichardHufford']
"[3, 3, 3, 3, 3, 5, 0, 0, 5, 4]",143.05707491082046,['EvolvedANNNoise05']
"[2, 0, 0, 0, 3, 3, 2, 4, 5, 5]",150.24479166666666,['SecondByRichardHufford']
"[2, 5, 4, 4, 1, 0, 2, 3, 5, 2]",149.28954081632654,['Raider']
"[0, 1, 5, 2, 3, 2, 5, 5, 5, 4]",150.4833984375,['GrudgerAlternator']
"[1, 5, 5, 4, 5, 0, 3, 0, 0, 5]",154.1454081632653,['Raider']
"[2, 4, 2, 5, 5, 3, 2, 0, 1, 2]",148.44230769230768,['EvolvedANNNoise05']
"[3, 0, 1, 2, 1, 1, 2, 0, 5, 0]",143.60888888888888,['EvolvedANNNoise05']
"[1, 0, 4, 2, 1, 4, 5, 1, 0, 2]",166.23,['EvolvedANNNoise05']
"[2, 3, 1, 2, 4, 2, 1, 5, 2, 2]",150.65277777777777,['SecondByRichardHufford']
"[0, 1, 3, 1, 5, 3, 0, 4, 2, 4]",151.77126654064273,['GrudgerAlternator']
"[5, 0, 4, 2, 1, 5, 1, 0, 3, 5]",147.66272189349112,['EvolvedANNNoise05']
"[3, 2, 3, 0, 1, 3, 5, 3, 1, 0]",166.89342403628117,['SneakyTitForTat']
"[5, 0, 1, 0, 1, 4, 1, 5, 0, 0]",164.33217993079586,['DefectorHunter']
"[0, 0, 5, 2, 0, 2, 1, 2, 1, 5]",158.21604938271605,['EvolvedANNNoise05']
"[3, 5, 5, 1, 3, 5, 2, 3, 3, 4]",158.35553633217992,['EvolvedANNNoise05']
"[1, 2, 3, 2, 3, 5, 0, 0, 4, 2]",147.67561983471074,['EvolvedANNNoise05']
"[2, 1, 1, 2, 0, 2, 0, 0, 2, 1]",146.1404958677686,['EvolvedANNNoise05']
"[1, 0, 0, 1, 3, 4, 0, 2, 1, 1]",155.1656804733728,['SecondByRichardHufford']
"[0, 2, 2, 0, 3, 5, 3, 1, 3, 3]",159.77272727272728,['GrudgerAlternator']
"[1, 1, 3, 0, 0, 2, 0, 2, 4, 3]",151.5859375,['Raider']
"[2, 2, 0, 2, 4, 1, 4, 0, 5, 1]",132.9251700680272,['EvolvedANNNoise05']
"[2, 3, 3, 1, 2, 3, 0, 3, 1, 5]",160.27221172022684,['Raider']
"[2, 1, 4, 1, 5, 5, 5, 5, 1, 4]",156.23048668503213,['EvolvedANNNoise05']
"[3, 0, 2, 4, 1, 4, 4, 2, 4, 1]",155.2432,['EvolvedANNNoise05']
"[4, 2, 3, 1, 1, 1, 2, 5, 1, 5]",158.1248,['EvolvedANNNoise05']
"[2, 2, 2, 0, 4, 1, 2, 5, 0, 0]",146.65432098765433,['DefectorHunter']
"[0, 5, 2, 2, 2, 1, 4, 4, 1, 1]",166.5020661157025,['EvolvedANNNoise05']
"[2, 2, 2, 0, 1, 0, 1, 2, 2, 4]",149.5390625,['Raider']
"[1, 0, 4, 1, 1, 0, 5, 3, 3, 1]",154.26592797783934,['EvolvedANNNoise05']
"[1, 4, 4, 4, 0, 0, 3, 1, 0, 0]",164.09342560553634,['Raider']
"[3, 4, 3, 5, 2, 2, 0, 5, 4, 1]",148.9845422116528,['Raider']
"[0, 2, 2, 4, 5, 1, 4, 0, 5, 1]",130.50868055555554,['GrudgerAlternator']
"[5, 1, 3, 3, 3, 3, 3, 2, 4, 4]",143.79188345473466,['EvolvedANNNoise05']
"[0, 4, 3, 5, 1, 5, 0, 5, 1, 2]",169.12573964497042,['EvolvedANNNoise05']
"[1, 2, 4, 0, 0, 4, 2, 3, 0, 2]",178.2037037037037,['Raider']
"[2, 2, 3, 4, 3, 5, 5, 5, 4, 0]",155.77777777777777,['EvolvedANNNoise05']
"[1, 5, 2, 5, 0, 1, 4, 3, 2, 4]",167.18930041152262,['Raider']
"[2, 5, 3, 5, 2, 4, 5, 5, 5, 1]",158.65595325054784,['EvolvedANNNoise05']
"[5, 2, 4, 0, 4, 0, 5, 4, 2, 4]",141.91333333333333,['SecondByRichardHufford']
"[1, 1, 3, 4, 3, 4, 3, 3, 0, 1]",157.33648393194707,['EvolvedANNNoise05']
"[4, 0, 3, 3, 3, 2, 1, 1, 4, 3]",133.28819444444446,['SecondByRichardHufford']
"[2, 4, 0, 5, 3, 4, 0, 3, 5, 2]",146.56760204081633,"['Raider', 'EvolvedANNNoise05']"
"[0, 1, 3, 4, 2, 3, 3, 2, 2, 1]",151.67800453514738,['EvolvedANNNoise05']
"[0, 5, 3, 2, 0, 0, 2, 1, 1, 5]",168.35180055401662,['EvolvedANNNoise05']
"[0, 2, 1, 2, 3, 1, 5, 1, 4, 1]",143.5225,['GrudgerAlternator']
"[5, 3, 2, 2, 0, 5, 1, 3, 0, 2]",168.9187145557656,['EvolvedANNNoise05']
"[0, 3, 0, 1, 1, 2, 0, 5, 2, 3]",169.40138408304497,['EvolvedANNNoise05']
