,composition,coop_rate,winning_strategy
2446,"[1, 3, 4, 4, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2447,"[3, 1, 3, 3, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2448,"[2, 5, 1, 3, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2449,"[5, 3, 5, 4, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2450,"[0, 2, 5, 4, 5]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2451,"[0, 1, 4, 4, 4]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2452,"[2, 2, 1, 2, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2453,"[1, 1, 0, 5, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
2454,"[3, 3, 0, 2, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
2455,"[1, 5, 1, 0, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2456,"[0, 1, 0, 0, 4]",200.0,"['ContriteTitForTat', 'InversePunisher']"
2457,"[1, 1, 0, 2, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
2458,"[4, 3, 5, 2, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2459,"[1, 3, 5, 2, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2460,"[5, 5, 5, 0, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2461,"[1, 1, 5, 3, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2462,"[0, 1, 0, 2, 0]",200.0,"['ContriteTitForTat', 'InversePunisher']"
2463,"[4, 1, 4, 0, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2464,"[5, 3, 1, 2, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2465,"[0, 2, 4, 1, 1]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2466,"[4, 2, 2, 0, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2467,"[5, 4, 0, 2, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
2468,"[1, 0, 5, 1, 1]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
2469,"[5, 1, 2, 4, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2470,"[0, 4, 4, 3, 4]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2471,"[5, 2, 2, 4, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2472,"[2, 2, 5, 1, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2473,"[3, 2, 3, 3, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2474,"[5, 3, 0, 0, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
2475,"[5, 5, 1, 5, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2476,"[5, 3, 5, 2, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2477,"[3, 0, 4, 2, 4]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
2478,"[3, 1, 0, 5, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
2479,"[5, 3, 5, 4, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2480,"[2, 2, 1, 2, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2481,"[5, 0, 4, 4, 0]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
2482,"[1, 2, 2, 3, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2483,"[0, 4, 2, 0, 0]",200.0,"['ContriteTitForTat', 'OnceBitten']"
2484,"[1, 5, 1, 1, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2485,"[3, 0, 3, 1, 4]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
2486,"[1, 5, 0, 3, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
2487,"[2, 3, 4, 3, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2488,"[1, 0, 0, 0, 3]",200.0,"['FirstByDavis', 'InversePunisher']"
2489,"[3, 3, 4, 1, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2490,"[2, 4, 5, 2, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2491,"[5, 5, 4, 4, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2492,"[3, 0, 5, 3, 3]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
2493,"[4, 1, 4, 5, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2494,"[4, 3, 3, 1, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2495,"[0, 5, 4, 4, 0]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2496,"[4, 3, 2, 5, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2497,"[4, 0, 0, 5, 1]",200.0,"['FirstByDavis', 'InversePunisher']"
2498,"[5, 4, 5, 5, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2499,"[2, 1, 3, 4, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2500,"[2, 3, 2, 2, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2501,"[3, 1, 0, 3, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
2502,"[0, 0, 0, 0, 4]",200.0,['InversePunisher']
2503,"[3, 2, 0, 1, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
2504,"[3, 0, 5, 4, 2]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
2505,"[5, 1, 1, 3, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2506,"[0, 5, 2, 1, 0]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2507,"[3, 2, 2, 4, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2508,"[4, 3, 0, 5, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
2509,"[3, 0, 4, 4, 0]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
2510,"[3, 2, 1, 2, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2511,"[3, 4, 2, 1, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2512,"[4, 0, 4, 5, 5]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
2513,"[5, 3, 2, 4, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2514,"[4, 3, 5, 3, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2515,"[0, 2, 4, 1, 0]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2516,"[5, 1, 5, 2, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2517,"[0, 0, 5, 0, 4]",200.0,"['OnceBitten', 'InversePunisher']"
2518,"[3, 3, 0, 5, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
2519,"[2, 5, 3, 4, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2520,"[5, 5, 2, 2, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2521,"[4, 1, 3, 1, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2522,"[0, 0, 2, 4, 3]",200.0,"['OnceBitten', 'InversePunisher']"
2523,"[3, 4, 0, 3, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
2524,"[0, 2, 5, 5, 1]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2525,"[5, 1, 4, 3, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2526,"[4, 5, 3, 3, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2527,"[2, 1, 2, 1, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2528,"[4, 2, 5, 5, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2529,"[5, 1, 1, 3, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2530,"[3, 1, 2, 2, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2531,"[0, 4, 5, 1, 5]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2532,"[4, 5, 2, 3, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2533,"[2, 1, 3, 2, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2534,"[3, 5, 4, 5, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2535,"[3, 1, 5, 3, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2536,"[1, 1, 4, 5, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2537,"[5, 3, 3, 3, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2538,"[3, 4, 2, 2, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2539,"[3, 2, 4, 2, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2540,"[2, 2, 3, 3, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2541,"[2, 5, 1, 0, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2542,"[1, 2, 5, 5, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2543,"[4, 5, 5, 4, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2544,"[3, 5, 3, 0, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten']"
2545,"[2, 1, 0, 0, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
2546,"[3, 5, 3, 1, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2547,"[5, 1, 0, 0, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
2548,"[2, 2, 0, 0, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
2549,"[3, 5, 1, 4, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2550,"[5, 3, 3, 4, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2551,"[3, 5, 5, 5, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2552,"[2, 3, 2, 2, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2553,"[4, 4, 1, 4, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2554,"[1, 4, 5, 4, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2555,"[3, 1, 3, 2, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2556,"[0, 3, 2, 4, 2]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2557,"[2, 4, 0, 4, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
2558,"[0, 2, 2, 5, 4]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2559,"[0, 5, 0, 4, 2]",200.0,"['ContriteTitForTat', 'InversePunisher']"
2560,"[1, 5, 3, 3, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2561,"[2, 5, 4, 2, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2562,"[4, 4, 1, 0, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2563,"[1, 2, 4, 0, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2564,"[3, 0, 2, 1, 0]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
2565,"[3, 2, 1, 5, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2566,"[5, 4, 2, 2, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2567,"[5, 4, 5, 1, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2568,"[2, 5, 5, 5, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2569,"[4, 0, 3, 1, 1]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
2570,"[0, 4, 0, 0, 2]",200.0,"['ContriteTitForTat', 'InversePunisher']"
2571,"[1, 1, 0, 1, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
2572,"[0, 4, 4, 2, 2]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2573,"[3, 3, 1, 5, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2574,"[2, 4, 3, 3, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2575,"[3, 4, 2, 4, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2576,"[3, 2, 0, 0, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
2577,"[4, 4, 1, 0, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2578,"[2, 3, 1, 0, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2579,"[1, 1, 3, 3, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2580,"[5, 1, 5, 2, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2581,"[4, 1, 3, 0, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2582,"[3, 4, 4, 5, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2583,"[1, 4, 4, 3, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2584,"[0, 0, 4, 3, 3]",200.0,"['OnceBitten', 'InversePunisher']"
2585,"[3, 3, 4, 0, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2586,"[5, 4, 4, 0, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2587,"[4, 2, 1, 0, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2588,"[0, 5, 3, 2, 4]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2589,"[0, 0, 3, 2, 5]",200.0,"['OnceBitten', 'InversePunisher']"
2590,"[0, 1, 5, 3, 2]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2591,"[5, 5, 0, 2, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
2592,"[4, 5, 3, 4, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2593,"[1, 2, 1, 1, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2594,"[0, 3, 0, 1, 5]",200.0,"['ContriteTitForTat', 'InversePunisher']"
2595,"[5, 4, 1, 2, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2596,"[1, 3, 1, 2, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2597,"[4, 0, 2, 1, 1]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
2598,"[1, 2, 5, 1, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2599,"[3, 1, 1, 0, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2600,"[4, 2, 2, 1, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2601,"[4, 4, 1, 3, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2602,"[4, 5, 1, 0, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2603,"[5, 1, 0, 4, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
2604,"[3, 3, 4, 2, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2605,"[5, 3, 1, 5, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2606,"[4, 0, 2, 3, 5]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
2607,"[2, 1, 4, 0, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2608,"[0, 0, 0, 1, 0]",200.0,['InversePunisher']
2609,"[1, 5, 3, 5, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2610,"[2, 4, 4, 3, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2611,"[5, 5, 2, 0, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2612,"[3, 2, 1, 5, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2613,"[5, 0, 4, 1, 3]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
2614,"[1, 4, 3, 1, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2615,"[1, 2, 3, 5, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2616,"[2, 0, 3, 2, 2]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
2617,"[2, 0, 4, 2, 1]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
2618,"[0, 1, 4, 5, 4]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2619,"[1, 1, 0, 2, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
2620,"[2, 0, 3, 4, 5]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
2621,"[5, 5, 0, 3, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
2622,"[2, 5, 3, 3, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2623,"[0, 4, 5, 0, 3]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2624,"[4, 0, 3, 1, 0]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
2625,"[4, 1, 0, 4, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
2626,"[4, 2, 5, 4, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2627,"[0, 2, 0, 3, 2]",200.0,"['ContriteTitForTat', 'InversePunisher']"
2628,"[0, 5, 3, 4, 2]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2629,"[5, 4, 4, 2, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2630,"[5, 1, 1, 0, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2631,"[5, 3, 2, 1, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2632,"[1, 2, 1, 4, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2633,"[3, 3, 3, 3, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2634,"[3, 1, 1, 4, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2635,"[2, 4, 0, 5, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
2636,"[2, 1, 1, 4, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2637,"[5, 0, 2, 0, 1]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
2638,"[0, 2, 4, 4, 3]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2639,"[4, 1, 3, 2, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2640,"[3, 0, 2, 0, 5]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
2641,"[2, 5, 4, 5, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2642,"[0, 0, 4, 0, 3]",200.0,"['OnceBitten', 'InversePunisher']"
2643,"[2, 3, 3, 0, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2644,"[4, 1, 0, 4, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
2645,"[3, 2, 5, 5, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2646,"[4, 1, 2, 1, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2647,"[0, 3, 5, 1, 2]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2648,"[3, 1, 1, 1, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2649,"[5, 5, 1, 3, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2650,"[1, 2, 1, 5, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2651,"[4, 2, 2, 2, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2652,"[5, 2, 3, 0, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2653,"[1, 3, 3, 3, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2654,"[0, 1, 2, 1, 5]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2655,"[5, 1, 5, 5, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2656,"[1, 3, 1, 4, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2657,"[3, 0, 4, 4, 5]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
2658,"[1, 1, 0, 1, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
2659,"[3, 5, 4, 1, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2660,"[5, 4, 1, 2, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2661,"[3, 5, 3, 5, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2662,"[1, 2, 4, 2, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2663,"[3, 5, 2, 1, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2664,"[5, 2, 4, 1, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2665,"[2, 1, 2, 4, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2666,"[0, 3, 3, 0, 4]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2667,"[4, 5, 4, 5, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2668,"[5, 3, 5, 2, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2669,"[3, 0, 2, 2, 5]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
2670,"[3, 1, 3, 1, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2671,"[3, 0, 4, 4, 1]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
2672,"[1, 5, 0, 5, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
2673,"[2, 4, 5, 1, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
