,composition,gd_slot,gd_k,gd_n,gd_m,coop_rate,winning_strategy
2255,"[0, 1, 5, 5, 1]",2,2,1,1,68.29861111111111,"['ContriteTitForTat', 'InversePunisher']"
2256,"[4, 4, 1, 1, 3]",1,4,2,2,134.01183431952663,['FirstByDavis']
2257,"[2, 1, 2, 1, 0]",2,0,3,3,143.0,['FirstByDavis']
2258,"[2, 0, 3, 4, 2]",0,2,4,4,171.47107438016528,['InversePunisher']
2259,"[4, 2, 3, 5, 4]",2,2,5,5,171.57407407407408,['FirstByDavis']
2260,"[0, 1, 4, 3, 3]",4,3,1,1,106.08264462809917,"['ContriteTitForTat', 'InversePunisher']"
2261,"[3, 4, 5, 4, 3]",0,3,2,2,170.33240997229916,['InversePunisher']
2262,"[5, 0, 4, 1, 2]",4,2,3,3,173.25,"['FirstByDavis', 'InversePunisher']"
2263,"[5, 1, 3, 2, 2]",0,4,4,4,156.12426035502958,['InversePunisher']
2264,"[3, 5, 4, 0, 1]",2,4,5,5,165.6094674556213,['FirstByDavis']
2265,"[0, 1, 5, 1, 5]",2,5,1,1,68.29861111111111,"['ContriteTitForTat', 'InversePunisher']"
2266,"[5, 5, 4, 0, 2]",0,2,2,2,151.97265625,['InversePunisher']
2267,"[5, 5, 1, 1, 5]",0,4,3,3,155.77854671280278,['InversePunisher']
2268,"[4, 2, 5, 5, 1]",0,0,4,4,170.60207612456747,['InversePunisher']
2269,"[3, 5, 4, 0, 3]",4,2,5,5,181.8,['FirstByDavis']
2270,"[4, 5, 3, 0, 4]",0,4,1,1,112.734375,"['ContriteTitForTat', 'InversePunisher']"
2271,"[4, 1, 2, 3, 1]",3,1,2,2,146.91735537190084,['FirstByDavis']
2272,"[1, 4, 2, 1, 2]",0,0,3,3,185.24,['InversePunisher']
2273,"[1, 2, 4, 4, 2]",3,0,4,4,168.5207100591716,['InversePunisher']
2274,"[5, 0, 1, 5, 1]",0,5,5,5,148.33333333333334,['InversePunisher']
2275,"[3, 4, 3, 2, 4]",4,4,1,1,113.15625,"['ContriteTitForTat', 'InversePunisher']"
2276,"[4, 4, 4, 2, 3]",2,1,2,2,147.87543252595157,['FirstByDavis']
2277,"[0, 5, 4, 3, 5]",4,5,3,3,165.32871972318338,['InversePunisher']
2278,"[3, 2, 2, 0, 2]",1,2,4,4,165.1358024691358,['InversePunisher']
2279,"[2, 1, 5, 4, 1]",3,4,5,5,173.79881656804733,['FirstByDavis']
2280,"[0, 3, 2, 5, 0]",4,0,1,1,200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2281,"[5, 5, 4, 3, 4]",0,5,2,2,156.13378684807256,['InversePunisher']
2282,"[5, 5, 4, 5, 2]",4,2,3,3,183.73696145124717,"['FirstByDavis', 'InversePunisher']"
2283,"[3, 2, 1, 5, 1]",3,5,4,4,149.16666666666666,['InversePunisher']
2284,"[4, 4, 4, 0, 0]",0,4,5,5,182.33333333333334,['GeneralizedDefector']
2285,"[5, 4, 0, 2, 3]",1,4,1,1,103.16326530612245,['InversePunisher']
2286,"[2, 3, 4, 1, 3]",4,3,2,2,161.67455621301775,['FirstByDavis']
2287,"[3, 5, 2, 5, 2]",4,2,3,3,179.6401384083045,"['FirstByDavis', 'InversePunisher']"
2288,"[1, 1, 3, 5, 4]",3,0,4,4,156.04591836734693,['InversePunisher']
2289,"[0, 0, 3, 4, 4]",2,2,5,5,155.76859504132233,['InversePunisher']
2290,"[0, 4, 4, 1, 3]",2,4,1,1,89.11111111111111,"['ContriteTitForTat', 'InversePunisher']"
2291,"[2, 5, 2, 3, 0]",3,0,2,2,156.77083333333334,['FirstByDavis']
2292,"[4, 1, 4, 5, 4]",3,0,3,3,157.56172839506172,['FirstByDavis']
2293,"[0, 3, 4, 4, 3]",2,4,4,4,154.71428571428572,['InversePunisher']
2294,"[3, 0, 3, 5, 1]",3,3,5,5,157.70833333333334,['FirstByDavis']
2295,"[1, 0, 5, 4, 4]",4,1,1,1,102.53061224489795,['InversePunisher']
2296,"[5, 5, 5, 3, 1]",1,3,2,2,150.44321329639888,['FirstByDavis']
2297,"[3, 0, 4, 5, 5]",0,3,3,3,169.25259515570934,['InversePunisher']
2298,"[1, 4, 5, 2, 1]",1,4,4,4,166.20118343195267,['InversePunisher']
2299,"[5, 5, 2, 2, 0]",1,5,5,5,152.90816326530611,['FirstByDavis']
2300,"[1, 3, 5, 2, 4]",4,1,1,1,108.0,"['ContriteTitForTat', 'InversePunisher']"
2301,"[4, 0, 3, 2, 2]",2,3,2,2,135.83471074380165,['FirstByDavis']
2302,"[5, 5, 5, 1, 0]",0,5,3,3,169.3359375,['InversePunisher']
2303,"[5, 3, 1, 1, 0]",0,3,4,4,157.85,['InversePunisher']
2304,"[5, 4, 2, 4, 2]",0,3,5,5,168.0968858131488,['InversePunisher']
2305,"[4, 0, 4, 0, 2]",2,4,1,1,73.68,['InversePunisher']
2306,"[5, 0, 1, 4, 3]",4,1,2,2,147.1360946745562,['FirstByDavis']
2307,"[5, 5, 3, 5, 1]",1,1,3,3,154.18282548476455,['FirstByDavis']
2308,"[2, 3, 1, 5, 1]",3,2,4,4,154.0625,['InversePunisher']
2309,"[2, 3, 0, 5, 2]",2,0,5,5,200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
2310,"[3, 0, 0, 5, 4]",0,3,1,1,112.6875,['InversePunisher']
2311,"[3, 3, 3, 4, 2]",3,4,2,2,151.4488888888889,['FirstByDavis']
2312,"[3, 2, 2, 3, 5]",1,2,3,3,173.04888888888888,"['FirstByDavis', 'InversePunisher']"
2313,"[3, 3, 1, 3, 1]",1,3,4,4,152.79338842975207,['InversePunisher']
2314,"[5, 4, 4, 3, 1]",1,3,5,5,168.13840830449826,['FirstByDavis']
2315,"[4, 3, 0, 2, 2]",0,0,1,1,81.22314049586777,"['ContriteTitForTat', 'InversePunisher']"
2316,"[3, 3, 3, 3, 1]",3,3,2,2,158.301775147929,['FirstByDavis']
2317,"[4, 3, 4, 1, 0]",1,2,3,3,163.83333333333334,['FirstByDavis']
2318,"[5, 2, 0, 4, 5]",0,5,4,4,148.0078125,['InversePunisher']
2319,"[2, 2, 2, 0, 4]",1,2,5,5,170.96,['FirstByDavis']
2320,"[2, 2, 0, 5, 5]",0,2,1,1,147.0612244897959,"['ContriteTitForTat', 'InversePunisher']"
2321,"[1, 1, 4, 2, 2]",1,1,2,2,180.82,['FirstByDavis']
2322,"[0, 1, 4, 0, 2]",1,1,3,3,183.0612244897959,['InversePunisher']
2323,"[3, 2, 3, 1, 4]",1,2,4,4,173.96449704142012,['InversePunisher']
2324,"[0, 1, 5, 5, 3]",2,5,5,5,150.43367346938774,['InversePunisher']
2325,"[4, 4, 0, 4, 4]",1,4,1,1,113.25,['InversePunisher']
2326,"[4, 4, 3, 5, 0]",3,5,2,2,146.171875,['FirstByDavis']
2327,"[4, 0, 0, 1, 1]",3,1,3,3,162.77777777777777,['FirstByDavis']
2328,"[0, 2, 1, 3, 5]",3,2,4,4,159.63636363636363,['InversePunisher']
2329,"[1, 3, 4, 2, 5]",1,3,5,5,173.78666666666666,['FirstByDavis']
2330,"[2, 2, 0, 2, 4]",4,4,1,1,72.96,"['ContriteTitForTat', 'InversePunisher']"
2331,"[1, 4, 1, 5, 4]",3,5,2,2,137.46666666666667,['FirstByDavis']
2332,"[3, 1, 5, 2, 2]",3,2,3,3,177.96449704142012,"['FirstByDavis', 'InversePunisher']"
2333,"[3, 3, 3, 2, 3]",2,3,4,4,163.3112244897959,['InversePunisher']
2334,"[2, 5, 1, 1, 3]",1,3,5,5,146.80555555555554,['FirstByDavis']
2335,"[0, 3, 5, 1, 0]",1,2,1,1,89.29629629629629,['InversePunisher']
2336,"[5, 0, 1, 0, 4]",4,4,2,2,122.0,['FirstByDavis']
2337,"[0, 5, 3, 5, 4]",1,5,3,3,151.93771626297578,['InversePunisher']
2338,"[0, 2, 1, 3, 0]",1,1,4,4,150.66666666666666,['InversePunisher']
2339,"[5, 0, 4, 5, 5]",3,5,5,5,164.6814404432133,['FirstByDavis']
2340,"[1, 3, 5, 1, 5]",2,0,1,1,89.31111111111112,"['ContriteTitForTat', 'InversePunisher']"
2341,"[1, 3, 1, 0, 4]",1,1,2,2,132.66666666666666,['FirstByDavis']
2342,"[3, 5, 2, 2, 2]",1,5,3,3,143.1122448979592,['FirstByDavis']
2343,"[2, 2, 2, 4, 4]",2,1,4,4,171.9795918367347,['InversePunisher']
2344,"[0, 4, 2, 4, 0]",3,2,5,5,177.76,['ContriteTitForTat']
2345,"[5, 4, 1, 2, 4]",0,0,1,1,94.765625,"['ContriteTitForTat', 'InversePunisher']"
2346,"[5, 4, 3, 2, 2]",0,5,2,2,146.796875,['InversePunisher']
2347,"[1, 3, 3, 3, 0]",1,3,3,3,157.94,['FirstByDavis']
2348,"[1, 4, 1, 2, 1]",1,4,4,4,139.35802469135803,['InversePunisher']
2349,"[1, 3, 4, 4, 4]",1,3,5,5,174.5234375,['FirstByDavis']
2350,"[1, 5, 0, 3, 1]",3,2,1,1,98.48,"['ContriteTitForTat', 'InversePunisher']"
2351,"[5, 1, 5, 4, 3]",2,5,2,2,136.37345679012347,['FirstByDavis']
2352,"[0, 2, 5, 3, 5]",2,5,3,3,142.35555555555555,['InversePunisher']
2353,"[1, 1, 3, 3, 5]",3,3,4,4,166.82248520710058,['InversePunisher']
2354,"[1, 5, 0, 0, 5]",4,5,5,5,165.9090909090909,['FirstByDavis']
2355,"[0, 3, 4, 5, 1]",3,3,1,1,76.09467455621302,"['ContriteTitForTat', 'InversePunisher']"
2356,"[2, 3, 2, 0, 1]",0,2,2,2,160.03125,['InversePunisher']
2357,"[1, 3, 0, 5, 1]",3,3,3,3,138.4,['FirstByDavis']
2358,"[5, 1, 4, 5, 0]",2,4,4,4,151.48444444444445,['InversePunisher']
2359,"[4, 1, 0, 0, 3]",0,4,5,5,146.0625,['InversePunisher']
2360,"[3, 5, 1, 3, 4]",4,2,1,1,113.125,"['ContriteTitForTat', 'InversePunisher']"
2361,"[1, 2, 4, 0, 0]",2,4,2,2,111.18367346938776,['FirstByDavis']
2362,"[4, 5, 3, 5, 5]",4,5,3,3,164.23553719008265,['FirstByDavis']
2363,"[4, 1, 5, 0, 3]",2,5,4,4,139.4378698224852,['InversePunisher']
2364,"[3, 1, 3, 5, 3]",3,5,5,5,161.93333333333334,['FirstByDavis']
2365,"[3, 0, 2, 4, 0]",3,2,1,1,63.407407407407405,['OnceBitten']
2366,"[0, 0, 3, 4, 4]",2,2,2,2,136.62809917355372,['InversePunisher']
2367,"[1, 3, 0, 4, 2]",4,2,3,3,164.32,['FirstByDavis']
2368,"[3, 5, 1, 0, 0]",0,2,4,4,174.25925925925927,['ContriteTitForTat']
2369,"[3, 5, 1, 5, 4]",1,5,5,5,156.75925925925927,['FirstByDavis']
2370,"[4, 4, 0, 2, 5]",4,5,1,1,89.91111111111111,"['ContriteTitForTat', 'InversePunisher']"
2371,"[2, 4, 2, 3, 3]",2,1,2,2,166.6530612244898,['FirstByDavis']
2372,"[0, 2, 1, 5, 1]",3,2,3,3,143.82716049382717,['InversePunisher']
2373,"[1, 2, 4, 4, 4]",4,4,4,4,167.60888888888888,['InversePunisher']
2374,"[4, 2, 1, 3, 3]",3,2,5,5,166.9467455621302,['FirstByDavis']
2375,"[3, 3, 3, 5, 3]",4,3,1,1,136.0968858131488,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2376,"[2, 5, 3, 3, 2]",0,1,2,2,174.17777777777778,['InversePunisher']
2377,"[1, 5, 4, 5, 1]",2,4,3,3,158.125,['FirstByDavis']
2378,"[4, 4, 0, 2, 3]",1,4,4,4,143.4319526627219,['InversePunisher']
2379,"[2, 3, 0, 3, 0]",1,2,5,5,143.5625,['FirstByDavis']
2380,"[1, 4, 5, 0, 5]",4,0,1,1,89.42222222222222,['ContriteTitForTat']
2381,"[4, 2, 2, 5, 4]",2,2,2,2,170.26989619377161,['FirstByDavis']
2382,"[4, 0, 3, 2, 1]",0,4,3,3,151.52,['InversePunisher']
2383,"[4, 5, 4, 2, 3]",2,4,4,4,164.3827160493827,['InversePunisher']
2384,"[3, 0, 3, 3, 3]",3,3,5,5,167.625,['FirstByDavis']
2385,"[0, 1, 1, 3, 4]",4,4,1,1,62.02469135802469,"['ContriteTitForTat', 'InversePunisher']"
2386,"[3, 2, 5, 3, 0]",1,2,2,2,171.40828402366864,['FirstByDavis']
2387,"[3, 1, 1, 0, 3]",1,0,3,3,174.21875,"['FirstByDavis', 'InversePunisher']"
2388,"[5, 1, 3, 3, 4]",4,4,4,4,162.703125,['InversePunisher']
2389,"[0, 1, 1, 1, 1]",3,1,5,5,177.0625,['InversePunisher']
2390,"[3, 1, 0, 3, 2]",4,0,1,1,121.82716049382717,"['ContriteTitForTat', 'InversePunisher']"
2391,"[4, 0, 5, 4, 4]",4,4,2,2,155.87543252595157,['FirstByDavis']
2392,"[2, 2, 3, 3, 0]",3,3,3,3,164.84,['FirstByDavis']
2393,"[5, 3, 4, 2, 4]",0,5,4,4,165.69444444444446,['InversePunisher']
2394,"[1, 4, 0, 1, 5]",4,0,5,5,160.5785123966942,['FirstByDavis']
2395,"[0, 1, 4, 0, 3]",4,1,1,1,78.546875,['ContriteTitForTat']
2396,"[4, 0, 2, 5, 1]",0,3,2,2,136.33333333333334,['InversePunisher']
2397,"[0, 5, 0, 2, 2]",4,0,3,3,168.09876543209876,['InversePunisher']
2398,"[0, 2, 2, 3, 4]",1,0,4,4,168.23140495867767,['InversePunisher']
2399,"[4, 3, 3, 2, 1]",2,1,5,5,166.25443786982248,['FirstByDavis']
2400,"[5, 3, 0, 5, 4]",3,0,1,1,100.6401384083045,"['ContriteTitForTat', 'InversePunisher']"
2401,"[4, 4, 3, 5, 3]",4,0,2,2,167.0415512465374,['FirstByDavis']
2402,"[2, 0, 4, 0, 4]",4,4,3,3,158.4,['FirstByDavis']
2403,"[3, 2, 2, 3, 5]",4,5,4,4,155.42222222222222,['InversePunisher']
2404,"[2, 2, 1, 2, 5]",4,2,5,5,155.76388888888889,['FirstByDavis']
2405,"[0, 0, 3, 2, 4]",4,2,1,1,62.123456790123456,['InversePunisher']
2406,"[5, 3, 2, 5, 2]",3,5,2,2,142.71626297577853,['FirstByDavis']
2407,"[2, 1, 5, 3, 3]",0,2,3,3,178.6326530612245,['InversePunisher']
2408,"[5, 4, 4, 3, 0]",1,4,4,4,163.46875,['InversePunisher']
2409,"[4, 2, 3, 3, 1]",3,2,5,5,172.9112426035503,['FirstByDavis']
2410,"[1, 4, 1, 2, 2]",1,2,1,1,72.64,['InversePunisher']
2411,"[5, 4, 0, 4, 5]",4,0,2,2,140.21604938271605,['FirstByDavis']
2412,"[4, 5, 1, 1, 2]",0,4,3,3,158.81656804733728,['InversePunisher']
2413,"[4, 1, 5, 4, 0]",2,1,4,4,141.50510204081633,['InversePunisher']
2414,"[3, 5, 5, 4, 1]",1,5,5,5,167.12962962962962,['FirstByDavis']
2415,"[2, 0, 1, 3, 5]",0,1,1,1,134.0495867768595,['InversePunisher']
2416,"[2, 1, 5, 4, 5]",0,2,2,2,176.21453287197232,['InversePunisher']
2417,"[2, 2, 1, 2, 0]",3,1,3,3,160.24489795918367,['FirstByDavis']
2418,"[3, 4, 4, 2, 3]",1,4,4,4,163.28125,['InversePunisher']
2419,"[3, 5, 3, 1, 5]",0,3,5,5,180.45328719723184,['InversePunisher']
2420,"[0, 3, 3, 2, 5]",3,2,1,1,143.36094674556213,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2421,"[1, 3, 1, 1, 2]",0,0,2,2,174.328125,['InversePunisher']
2422,"[1, 0, 5, 0, 2]",4,2,3,3,177.5625,['FirstByDavis']
2423,"[2, 3, 4, 1, 3]",4,3,4,4,175.62721893491124,['InversePunisher']
2424,"[1, 5, 4, 1, 1]",2,4,5,5,166.63888888888889,['FirstByDavis']
2425,"[3, 0, 4, 5, 5]",4,5,1,1,100.39792387543253,['InversePunisher']
2426,"[0, 3, 4, 0, 2]",2,2,2,2,122.91358024691358,['InversePunisher']
2427,"[0, 1, 5, 3, 3]",4,0,3,3,170.625,['InversePunisher']
2428,"[5, 2, 4, 3, 4]",0,2,4,4,163.42592592592592,['InversePunisher']
2429,"[4, 5, 4, 1, 2]",1,3,5,5,162.8125,['FirstByDavis']
2430,"[4, 1, 2, 3, 2]",0,4,1,1,89.16666666666667,"['ContriteTitForTat', 'InversePunisher']"
2431,"[2, 5, 5, 1, 4]",1,1,2,2,148.26989619377161,['FirstByDavis']
2432,"[1, 4, 5, 1, 5]",4,2,3,3,166.9140625,['FirstByDavis']
2433,"[4, 4, 3, 3, 3]",1,4,4,4,161.439446366782,['InversePunisher']
2434,"[4, 4, 0, 1, 1]",3,1,5,5,185.16,['FirstByDavis']
2435,"[2, 5, 0, 2, 5]",3,2,1,1,147.24489795918367,"['ContriteTitForTat', 'InversePunisher']"
2436,"[5, 3, 0, 4, 1]",3,4,2,2,135.40828402366864,['FirstByDavis']
2437,"[5, 0, 4, 3, 0]",0,5,3,3,153.33333333333334,['InversePunisher']
2438,"[0, 1, 5, 4, 5]",4,4,4,4,164.82222222222222,['InversePunisher']
2439,"[0, 5, 1, 2, 1]",4,1,5,5,189.0,['InversePunisher']
2440,"[1, 0, 2, 0, 5]",0,1,1,1,153.265625,"['OnceBitten', 'InversePunisher']"
2441,"[0, 5, 2, 2, 3]",3,2,2,2,168.875,['InversePunisher']
2442,"[5, 3, 5, 5, 2]",3,5,3,3,164.55,['FirstByDavis']
2443,"[4, 2, 1, 2, 5]",4,0,4,4,150.25510204081633,['InversePunisher']
2444,"[2, 0, 2, 3, 0]",1,0,5,5,200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
2445,"[4, 2, 5, 4, 3]",2,5,1,1,105.07716049382717,"['ContriteTitForTat', 'InversePunisher']"
2446,"[0, 1, 3, 4, 2]",3,4,2,2,141.48,['InversePunisher']
2447,"[5, 5, 5, 1, 2]",2,5,3,3,153.39506172839506,['FirstByDavis']
2448,"[5, 4, 3, 3, 1]",3,3,4,4,174.8984375,['InversePunisher']
2449,"[1, 2, 4, 2, 1]",2,4,5,5,153.12,['FirstByDavis']
2450,"[2, 2, 1, 4, 5]",4,5,1,1,83.36734693877551,"['ContriteTitForTat', 'InversePunisher']"
2451,"[3, 1, 0, 3, 5]",0,3,2,2,142.60416666666666,['InversePunisher']
2452,"[5, 3, 4, 0, 1]",2,4,3,3,148.1656804733728,['FirstByDavis']
2453,"[2, 1, 2, 0, 4]",4,4,4,4,156.59259259259258,['FirstByDavis']
2454,"[0, 5, 5, 2, 3]",4,3,5,5,184.92,['InversePunisher']
2455,"[5, 3, 3, 4, 3]",2,3,1,1,139.44444444444446,"['ContriteTitForTat', 'InversePunisher']"
2456,"[1, 0, 5, 0, 2]",2,4,2,2,94.21875,['FirstByDavis']
2457,"[1, 3, 2, 4, 1]",3,4,3,3,157.0909090909091,['FirstByDavis']
2458,"[2, 3, 2, 2, 5]",0,2,4,4,177.35714285714286,['InversePunisher']
2459,"[2, 0, 1, 1, 3]",4,2,5,5,149.30612244897958,['FirstByDavis']
2460,"[3, 4, 3, 5, 2]",1,4,1,1,117.55017301038062,['InversePunisher']
2461,"[0, 5, 3, 1, 0]",1,5,2,2,133.20987654320987,['InversePunisher']
2462,"[3, 3, 4, 0, 1]",4,1,3,3,187.65289256198346,['FirstByDavis']
2463,"[5, 2, 0, 2, 4]",0,1,4,4,143.07692307692307,['InversePunisher']
2464,"[2, 4, 1, 4, 0]",3,4,5,5,167.73553719008265,['FirstByDavis']
2465,"[3, 3, 0, 1, 5]",1,3,1,1,113.25,['InversePunisher']
2466,"[4, 3, 4, 5, 5]",1,3,2,2,168.16326530612244,['FirstByDavis']
2467,"[3, 5, 4, 2, 3]",1,4,3,3,154.80968858131487,['FirstByDavis']
2468,"[1, 5, 0, 4, 3]",1,5,4,4,134.55621301775147,['InversePunisher']
2469,"[2, 3, 3, 1, 3]",3,1,5,5,189.71527777777777,['FirstByDavis']
2470,"[2, 4, 4, 3, 0]",2,4,1,1,96.49704142011835,"['ContriteTitForTat', 'InversePunisher']"
2471,"[5, 4, 5, 4, 4]",2,5,2,2,148.32644628099175,['FirstByDavis']
2472,"[2, 0, 4, 0, 5]",4,5,3,3,154.29752066115702,['FirstByDavis']
2473,"[4, 4, 1, 2, 5]",0,4,4,4,163.0,['InversePunisher']
2474,"[3, 5, 2, 4, 2]",1,0,5,5,156.6796875,['FirstByDavis']
2475,"[0, 4, 4, 4, 5]",3,4,1,1,117.19031141868513,"['ContriteTitForTat', 'InversePunisher']"
2476,"[1, 5, 2, 3, 1]",1,5,2,2,126.45833333333333,['FirstByDavis']
2477,"[0, 2, 3, 4, 5]",0,0,3,3,200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2478,"[5, 5, 1, 2, 5]",4,5,4,4,161.62037037037038,['InversePunisher']
2479,"[1, 4, 0, 5, 5]",3,5,5,5,160.3111111111111,['FirstByDavis']
2480,"[2, 2, 5, 0, 4]",1,0,1,1,143.5976331360947,"['OnceBitten', 'InversePunisher']"
2481,"[5, 1, 5, 3, 4]",2,2,2,2,136.37345679012347,['FirstByDavis']
2482,"[5, 5, 0, 3, 3]",0,4,3,3,151.3671875,['InversePunisher']
2483,"[4, 5, 2, 1, 5]",4,5,4,4,164.51557093425606,['InversePunisher']
2484,"[5, 2, 0, 4, 2]",4,2,5,5,173.72781065088756,['FirstByDavis']
2485,"[2, 3, 5, 5, 3]",4,1,1,1,139.24074074074073,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
2486,"[0, 5, 2, 3, 2]",3,3,2,2,157.10416666666666,['InversePunisher']
2487,"[4, 4, 0, 4, 2]",4,2,3,3,172.6122448979592,"['FirstByDavis', 'InversePunisher']"
2488,"[3, 3, 4, 1, 2]",2,4,4,4,153.72781065088756,['InversePunisher']
2489,"[4, 0, 2, 2, 5]",4,5,5,5,152.18934911242604,['FirstByDavis']
2490,"[0, 3, 0, 2, 3]",4,0,1,1,78.359375,"['ContriteTitForTat', 'InversePunisher']"
2491,"[1, 1, 1, 5, 5]",3,2,2,2,126.06508875739645,['FirstByDavis']
2492,"[1, 0, 1, 2, 0]",0,1,3,3,160.5,['InversePunisher']
2493,"[0, 3, 3, 4, 3]",3,3,4,4,167.2189349112426,['InversePunisher']
2494,"[2, 5, 3, 4, 5]",4,3,5,5,172.20221606648198,['FirstByDavis']
2495,"[5, 3, 3, 0, 5]",4,5,1,1,95.68359375,['ContriteTitForTat']
2496,"[1, 0, 2, 3, 0]",3,3,2,2,134.16666666666666,['FirstByDavis']
2497,"[3, 0, 0, 2, 4]",0,2,3,3,137.11111111111111,['InversePunisher']
2498,"[5, 2, 4, 5, 1]",3,5,4,4,163.77162629757785,['InversePunisher']
2499,"[0, 0, 3, 5, 4]",4,3,5,5,163.33333333333334,['InversePunisher']
2500,"[5, 0, 3, 5, 3]",4,2,1,1,132.74609375,"['OnceBitten', 'InversePunisher']"
2501,"[0, 5, 0, 2, 1]",1,1,2,2,94.84375,['InversePunisher']
2502,"[3, 3, 1, 5, 4]",3,0,3,3,150.0,['FirstByDavis']
2503,"[4, 5, 3, 1, 2]",4,2,4,4,182.65777777777777,['InversePunisher']
2504,"[3, 3, 5, 0, 2]",2,5,5,5,154.3491124260355,['FirstByDavis']
2505,"[4, 4, 4, 0, 2]",0,4,1,1,102.3265306122449,"['ContriteTitForTat', 'InversePunisher']"
2506,"[1, 5, 5, 4, 0]",0,1,2,2,187.89777777777778,['InversePunisher']
2507,"[0, 3, 4, 5, 0]",3,3,3,3,165.625,['GeneralizedDefector']
2508,"[1, 0, 3, 3, 4]",4,4,4,4,156.099173553719,['InversePunisher']
2509,"[5, 3, 2, 4, 1]",3,4,5,5,167.37777777777777,['FirstByDavis']
2510,"[2, 3, 5, 3, 5]",2,5,1,1,104.79938271604938,"['ContriteTitForTat', 'InversePunisher']"
2511,"[0, 5, 5, 1, 5]",2,1,2,2,137.75390625,['InversePunisher']
2512,"[0, 2, 0, 1, 4]",2,0,3,3,200.0,"['ContriteTitForTat', 'InversePunisher']"
2513,"[3, 3, 3, 1, 5]",1,3,4,4,166.72,['InversePunisher']
2514,"[2, 5, 3, 3, 0]",2,3,5,5,171.6153846153846,['FirstByDavis']
2515,"[1, 1, 1, 2, 1]",3,1,1,1,89.66666666666667,"['ContriteTitForTat', 'InversePunisher']"
2516,"[1, 0, 5, 1, 3]",1,0,2,2,200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
2517,"[1, 4, 5, 4, 1]",2,0,3,3,147.46666666666667,['FirstByDavis']
2518,"[5, 1, 5, 5, 3]",4,1,4,4,175.65927977839334,['InversePunisher']
2519,"[1, 4, 0, 4, 4]",3,4,5,5,163.5976331360947,['FirstByDavis']
2520,"[3, 0, 1, 1, 5]",0,0,1,1,98.24,['InversePunisher']
2521,"[1, 5, 0, 0, 2]",1,5,2,2,94.21875,['FirstByDavis']
2522,"[5, 0, 2, 2, 2]",4,2,3,3,166.21487603305786,['FirstByDavis']
2523,"[4, 3, 0, 5, 1]",3,5,4,4,148.1360946745562,['InversePunisher']
2524,"[4, 2, 4, 2, 1]",0,3,5,5,173.9171597633136,['InversePunisher']
2525,"[2, 3, 4, 1, 5]",4,5,1,1,89.6,"['ContriteTitForTat', 'InversePunisher']"
2526,"[4, 4, 4, 0, 2]",2,4,2,2,140.40816326530611,['FirstByDavis']
2527,"[2, 1, 5, 1, 2]",3,1,3,3,187.27272727272728,"['FirstByDavis', 'InversePunisher']"
2528,"[0, 3, 3, 3, 4]",1,1,4,4,164.10650887573965,['InversePunisher']
2529,"[4, 4, 4, 2, 4]",4,0,5,5,175.65432098765433,['FirstByDavis']
2530,"[5, 0, 4, 4, 2]",3,4,1,1,108.62222222222222,['InversePunisher']
2531,"[1, 1, 1, 5, 4]",4,1,2,2,133.36111111111111,['FirstByDavis']
2532,"[1, 3, 4, 5, 2]",2,3,3,3,152.60444444444445,['FirstByDavis']
2533,"[4, 3, 1, 1, 5]",1,3,4,4,159.6530612244898,['InversePunisher']
2534,"[5, 5, 4, 3, 2]",2,4,5,5,169.58448753462605,['FirstByDavis']
2535,"[3, 0, 2, 1, 3]",4,3,1,1,90.18518518518519,['InversePunisher']
2536,"[2, 2, 5, 2, 0]",3,2,2,2,172.26446280991735,['FirstByDavis']
2537,"[5, 5, 2, 2, 0]",0,4,3,3,158.62244897959184,['InversePunisher']
2538,"[5, 2, 1, 1, 0]",0,5,4,4,154.07407407407408,['InversePunisher']
2539,"[4, 1, 0, 0, 5]",1,0,5,5,180.0,['FirstByDavis']
2540,"[5, 3, 4, 4, 0]",2,1,1,1,113.390625,"['ContriteTitForTat', 'InversePunisher']"
2541,"[5, 4, 1, 4, 0]",3,1,2,2,143.9591836734694,['FirstByDavis']
2542,"[5, 2, 2, 3, 3]",1,2,3,3,172.94222222222223,"['FirstByDavis', 'InversePunisher']"
2543,"[3, 1, 5, 3, 5]",4,5,4,4,164.41176470588235,['InversePunisher']
2544,"[3, 1, 4, 2, 4]",3,2,5,5,181.21428571428572,['FirstByDavis']
2545,"[3, 2, 3, 2, 0]",0,0,1,1,98.3,"['ContriteTitForTat', 'InversePunisher']"
2546,"[3, 4, 2, 2, 4]",2,1,2,2,168.37333333333333,['FirstByDavis']
2547,"[1, 5, 4, 5, 5]",3,5,3,3,165.5,['FirstByDavis']
2548,"[3, 1, 4, 4, 0]",3,2,4,4,166.13888888888889,['FirstByDavis']
2549,"[1, 3, 4, 3, 5]",2,0,5,5,164.203125,['FirstByDavis']
